url,title,price,description,year,make,model,condition,cylinder,fuel,odometer,size,title_status,transimission,type,latitude,longitude
https://austin.craigslist.org/cto/6162175861.html,1993 Plymouth GrandVoyager LE,1500,"
        
I am selling my 1993 Plymouth Grand Voyager - it has been extremely well taken care of.  I am the original owner of it.  It has 156,350 miles on it.  The interior is very clean and the exterior has been painted once and has some wear due to its age -- Its almost 25 years old but doenst look it at all.  It runs well - I have done the maintaince on it - using synthetic oil (royal Purple), synthetic Transmission fluid (Amsoil) as well as Purolater air and oil filters.

The good:  
1.)  Has 4 Good Year Tires - 3 are brand new!
2.)  A/C is very cold! Both rear and Front are separate controls
3.)  Interior is extremely clean
4.)  Seats are very clean - no stains on any of them!
5.)  Floor is also very clean  - have floor mats
6.)  The inside roof liner was replaced about 5 years ago and looks BRAND new still
7.)  This van get right at 20 mpg (was 19 when the console used to work)
8.)  Has a roof rack - not shown in picture as I took it off
9.)  Has premium sound system that works great!

Due to its age there are a few issues with it that someone with some time and more mechanical expertise could resolve- I just dont use the car anymore and dont have the time to fix the issues:

1.)  Slight rust hole at the back by the tailgate -could easily be filled in to seal
2.)  A/C blower sometimes wants to blow on your feet even when you have it set to blow on your phase
3.)  The radio works - but the LCD cant be read
4.)  The van had a trip navigation console - told you  mpg, miles till you are out of gas, temp, etc.. stopped working
5.)  The fuel gauge doesnt work properly - but you can use the trip odometer to determine when you need to fill up.
6.)  Shocks seems to have bottomed out and need to be replaced - it has original shocks and struts on it.


Thats the good and the bad - its a great van - I just dont need it anymore and figured someone could still get some good usage out of it than me.  Its been sitting on my driveway for 6 months with very little use.    ",1993,Plymouth,Grand,good,6,gas,156350,full-size,clean,automatic,van,,
https://austin.craigslist.org/cto/6162180345.html,74 Chevy Nova,3500,"
        
Project Car. 350 motor has been replaced with a 454 CID. Comp Cam. Eddelbrock intake and monster carb rated at 850cfm. TH 400 transmission. Needs paint and interior fresh no power steering or AC. Engine has 3000 miles. Not running at this time will need to be towed due to breaks and battery.    ",1974,chevy,nova,,,gas,,,clean,automatic,,30.206300,-97.795600
https://austin.craigslist.org/cto/6162181122.html,1999 Saab for sale,1750,"
        
Bad pictures do not give it justice! Body is in real good condition. Working sun roof. Working ac and heater. Real new good tires and wheels except for one semi new. with spare.    ",1999,saab,9-5,good,6,gas,170000,full-size,clean,automatic,sedan,30.183562,-97.760310
https://austin.craigslist.org/cto/6158898622.html,2002 MERCEDES BENZ C32 COMPRESSOR AMG PACKAGE,12999,"
        
2002 MERCEDES BENZ C32 AMG PACKAGE 

V6 , 32. LITER , AUTOMATIC , RWD , TRACTION CONTROL , SLIP CONTROL , ABS 4 WHEEL , AIR CONDITIONING , 
POWER WINDOWS , POWER LOCKS , POWER STEERING , CRUISE CONTROL , AM/FM RADIO , CD SINGLE DSC ,
BOSE PREMIUM SOUND , DUAL AIR BAGS , SIDE AIR BAGS , DUAL POWER SEATS , LEATHER SEATS ,
ALLOY WHEELS ,


VEHICLE:

Model year 2002
Make Mercedes-Benz
Model C32 AMG
Style C32 AMG 4dr Sedan (3.2L 6cyl S/C 5A)

DRIVETRAIN 
Drive type RWD
Engine type V6
Displacement (cc/cu-in) 3.2
Horsepower (hp @ rpm) 349 @ 6,100
Torque (lb-ft @ rpm) 332 @ 4,400
Transmission type 5-speed automatic

PLEASE CALL OR TEXT:
SAMY 
 
    ",2002,MERCEDES,BENZ,excellent,6,gas,68000,,clean,automatic,sedan,30.376400,-97.707800
url,title,price,description,year,make,model,condition,cylinder,fuel,odometer,size,title_status,transimission,type,latitude,longitude
https://austin.craigslist.org/cto/6162167767.html,** 95 HONDA ACCORD **,1200,"
        
Runs great has ice cold A.C. 170k miles can use a cv axle..has hairline crack on windshield but passes inspections current tags, very good on gas, very reliable . Good daily driver 

CLEAN TITLE IN HAND

CALL OR TEXT 
 
    ",1995,honda,accord,,,gas,169,,clean,automatic,,,
https://austin.craigslist.org/cto/6158898622.html,2002 MERCEDES BENZ C32 COMPRESSOR AMG PACKAGE,12999,"
        
2002 MERCEDES BENZ C32 AMG PACKAGE 

V6 , 32. LITER , AUTOMATIC , RWD , TRACTION CONTROL , SLIP CONTROL , ABS 4 WHEEL , AIR CONDITIONING , 
POWER WINDOWS , POWER LOCKS , POWER STEERING , CRUISE CONTROL , AM/FM RADIO , CD SINGLE DSC ,
BOSE PREMIUM SOUND , DUAL AIR BAGS , SIDE AIR BAGS , DUAL POWER SEATS , LEATHER SEATS ,
ALLOY WHEELS ,


VEHICLE:

Model year 2002
Make Mercedes-Benz
Model C32 AMG
Style C32 AMG 4dr Sedan (3.2L 6cyl S/C 5A)

DRIVETRAIN 
Drive type RWD
Engine type V6
Displacement (cc/cu-in) 3.2
Horsepower (hp @ rpm) 349 @ 6,100
Torque (lb-ft @ rpm) 332 @ 4,400
Transmission type 5-speed automatic

PLEASE CALL OR TEXT:
SAMY 
 
    ",2002,MERCEDES,BENZ,excellent,6,gas,68000,,clean,automatic,sedan,30.376400,-97.707800
https://austin.craigslist.org/cto/6162180345.html,74 Chevy Nova,3500,"
        
Project Car. 350 motor has been replaced with a 454 CID. Comp Cam. Eddelbrock intake and monster carb rated at 850cfm. TH 400 transmission. Needs paint and interior fresh no power steering or AC. Engine has 3000 miles. Not running at this time will need to be towed due to breaks and battery.    ",1974,chevy,nova,,,gas,,,clean,automatic,,30.206300,-97.795600
https://austin.craigslist.org/cto/6162168125.html,02 honda civic,2700,"
        
Se vende honda civic only 109k millas el carro se le cambio la bomba del agua y el time belt recientemente ,gomas nuevas y esta en buenas condiciones solo tiene pequenos detalles la luz del motor esta prendida pues dice el mecanico que ha que cambiarle el sensor de oxigeno pero corre bien sin ningun problema es automatico ,4cyl estoy pidiendo 2700 obo solo serios compradores titulo en la mano limpio llamar al 
 
    ",2002,honda,civic,good,4,gas,,,clean,automatic,,,
https://austin.craigslist.org/cto/6159081594.html,2009 FORD FOCUS  CLEAN TITLE !!!,1999,"
        
2009 FORD FOCUS 

/////////////////////////////////////////////////////FIANANCE AVAILABLE \\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\
$1999 down !

4-CYL,2.0 LITER , AUTOMATIC,4-SPD W/OVERDRIVE , FWD , ABS 4 WHEEL , AIR CONDITIONING , 
POWER WINDOWS , POWER LOCKS , POWER STEERING , TITL WHEEL , AM/FM STEREO , MP3 SINGLE DISC , 
DUAL AIR BAGS , SIDE AIR BAGS , ALLOY WHEELS .

Please call or text :
Samy  
 

    ",2009,ford,focus,excellent,4,gas,92000,,clean,automatic,,,
https://austin.craigslist.org/cto/6162182737.html,2004 Jaguar,4500,"
        
Everything works well, good ac and heat, for more info txt at 
 


Todo le funsiona bien, el aire frio/caliente le funciona para mas informasion hable/textiar al 
 
    ",2004,jaguar,x-type,,,gas,,,clean,automatic,,30.231300,-97.670300
https://austin.craigslist.org/cto/6162185691.html,2001 Honda S2000,15000,"
        
My name is Ian and I'm selling my long held project.  This car does great on the street or at the track.  I am a mechanic for many local S2000 owner's.  I will try and list all the parts the car has.

01 Honda S2000
116k miles.
Engine is from a 01 with 20k less miles than body of vehicle and has been upgraded with Ap2 valve retainer's and a canton oil pan.
AEM 1052 standalone ECU with Evan's tune and utilizing 02 NGK sensor feedback.
Forcewerkz exhaust with test pipe.
Ap2 Transmission with roughly same miles as body of car.
Ap2 Driveshaft.
Ap2 Differential.
Factory clutch 15k miles.
JB lightweight flywheel.
Energy Suspension full bushing replacement.
Tein Circuit Racer monotube coil over.
Enkei wheels 17x9 et30.
Shine wide body kit.
NSX Midnight Pearl paintjob.
Forbidden Hard top.
Alpine head unit, Kicker component speakers, SSL 4 channel Amp.
CF Radio door overlay.
Defi ZF full gauge setup.
Personal Steering wheel with rasta stitching.
Bride floor mats.
Veilside tonneau cover.
APR GTC rear wing.
CF Rear trunk pan replacement.

I work from home so can show car almost any time.    ",2001,Honda,S2000,,,gas,116000,,clean,manual,,,
